"w-full src","ellipsis-2","text-caption","text-body2-strong","flex","w-full src 2","ellipsis-2 2","flex href 4","text-caption 2","text-body2-strong 2","flex href 5","flex 2","w-full src 3","ellipsis-2 3","text-caption 3","text-body2-strong 3","flex 3","w-full src 4","ellipsis-2 4","flex href 9","text-caption 4","text-body2-strong 4","flex href 10","flex 4","w-full src 5","ellipsis-2 5","text-caption 5","text-body2-strong 5","flex href 12","flex 5","flex href 13","flex href 14","flex href 15","text-caption 6","w-full src 6","flex href 16","text-body2-strong 6","text-neutral-300","text-body2-strong 7","text-neutral-300 2"
"https://dkstatics-public.digikala.com/digikala-products/2a44b0e6e87be5292a254baa2f8f630cc5473cf1_1691491532.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","چراغ آنتی هدلایت خودرو مزاحم گیر با چیپ COB و پرتاب نور بالا، نصب آسان بدون نیاز به سوراخ کاری، دارای 4 متر سیم، قابل اتصال به فندکی یا برق مستقیم، مناسب برای تمام خودروها","ارسال فروشنده","۴","۴۸۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/fd972623ca991fa633d7b19a41bb8fd11a0365ad_1725355924.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برس تمیز کننده داخلی خودرو مدل CBSH با طراحی اریب و قوس‌دار، دسته خوش‌دست، انعطاف‌پذیر و بادوام، مناسب برای سطوح داشبورد، دنده و فرمان تمامی خودروها","[object Object]","موجود در انبار دیجی کالا","۴","[object Object]","۱۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/9f17ea588c7a24db719aa183cd2d6aac6709697a_1722720153.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","براش تمیزکننده کابین خودرو مدل 01 با الیاف مصنوعی نرم و کرکی، خاصیت ارتجاعی و انعطاف‌پذیر، مناسب داشبورد، روکش صندلی و قسمت‌های پلاستیکی و چرمی، حذف سریع گرد و غبار و بقایای مواد غذایی بدون آسیب به سطوح","موجود در انبار دیجی کالا","۴","۱۱۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1a7a9e0c575f8bcaa1d2459394996717a6d667a8_1618315517.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","منبع اگزوز اسپرت مدل B520 مناسب تمامی خودروها با قطر ورودی 6cm، مقاومت بالا در برابر حرارت طولانی‌مدت، سری ضد آب و ضد زنگ، صدای بم و ابعاد 130x130x520 میلی‌متر","[object Object]","موجود در انبار دیجی کالا","۴.۴","[object Object]","۱,۵۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/791b06a55b72f1ebd1a81a3a3732367f0fb7f689_1785330266.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کارواش شارژی ۳۸ بار ۸۸ ولت جاب مدل JB-8880 CAR NEW با حداکثر دبی اب ۶ لیتر بر دقیقه مجموعه ۱۳ عددی","","","","۴,۹۹۰,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","[object Object]","۶٪","۵۲۰,۰۰۰","۶۰٪","۱۲,۵۰۰,۰۰۰"
"","سردنده فلزی طرح سامورایی با روکش مشکی و دوخت قرمز، مناسب تمام خودروها، ابعاد 26x3x3 سانتی‌متر و همراه با قطعات نصب","ارسال سریع دیجی‌کالا","۳.۷","۵۰۰,۰۰۰","","نظم‌دهنده صندوق عقب خودرو مدل BOX-300 با 5 محفظه، جنس پلاستیک و چرم مصنوعی، تاشو، ضد آب، دارای 2 جیب و دسته حمل سبک 300 گرم","[object Object]","موجود در انبار دیجی کالا","۳.۷","[object Object]","۱۷۷,۱۲۰","","برچسب بدنه خودرو مذهبی حسبی الله مقاوم در برابر آب و شستشو همراه با سلفون نصب آسان سایز 15x6.5 سانتی‌متر مدل MH109m","تنها ۳ عدد در انبار باقی مانده","۴.۳","۸۰,۷۴۰","","سراگزوز خودرو مدل PSY 601713 با ابعاد 140 در 80 میلی‌متر و وزن 346 گرم مناسب نصب روی انواع خودرو","[object Object]","موجود در انبار دیجی کالا","۴","[object Object]","۱۶۵,۰۰۰","","سر والف لاستیک خودرو مدل x100 بسته 8 عددی مناسب تمام خودروهای سواری","","۴.۳","[object Object]","۷۳,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","","۱۹٪","۱۰۰,۰۰۰","",""
"","ال وایر تزئینی خودرو مدل ew2 طول 2 متر با ترانس 12 ولت، نوردهی 360 درجه، نور ثابت و یکنواخت، انعطاف‌پذیری بالا، قابلیت قیچی کردن و تاشوندگی، مناسب برای انواع خودروهای سبک و سنگین","موجود در انبار دیجی کالا","۳.۹","۲۲۰,۰۰۰","","فیوز خودرو لوکس کدSA12 مناسب برای پراید بسته ١٠ عددی","[object Object]","موجود در انبار دیجی کالا","۴.۴","[object Object]","۱۴۰,۰۰۰","","روکش لاستیکی پدال خودرو مناسب برای پراید، تیبا و سایپا پراید 151 مدل FA5964 با مقاومت و دوام مطلوب و افزایش اصطکاک و ایمنی رانندگی مجموعه 3 عددی","موجود در انبار دیجی کالا","۳.۸","۶۳,۷۱۰","","چسب ترمیم شیشه خودرو کلرشیلد مدل BlackResin حجم 10 میلی لیتر مقاوم در برابر ضربه و آب با شفافیت بالا، دارای استاندارد ایمنی و همراه با شیلد شفاف و تیغ برای ترمیم سریع ترک و شکاف شیشه","[object Object]","موجود در انبار دیجی کالا","۳.۱","[object Object]","۷۰۰,۰۰۰","","ابر اسفنج نظافت خودرو مدل AY-4  مجموعه 2 عددی به همراه پوشش جای لیوان خودرو","","۵","[object Object]","۹۰,۰۰۰","[object Object]","","[object Object]","ارسال فروشنده","","[object Object]","","","",""
"https://dkstatics-public.digikala.com/digikala-products/114593375.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","تلفن مخصوص پارک خودرو مدل GPK با استند نصب روی داشبورد و پنجره، شامل 12 عدد برچسب آهنربایی قابل تنظیم برای نمایش شماره تماس و جلوگیری از افتادن محصول","ارسال فروشنده","۳.۷","۱۰۹,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/ee1df7998ba9dd4ee5b603bdd25f3c6a1b26627f_1665492577.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آفتابگیر خودرو مدل چتری با طراحی تلسکوپی و 10 دنده فولادی، ضد اشعه UV، نصب آسان روی شیشه جلو و داشبورد، کاهش دمای داخل خودرو و محافظت موثر در برابر نور خورشید","[object Object]","موجود در انبار دیجی کالا","۳.۸","[object Object]","۵۵۴,۵۳۰","https://dkstatics-public.digikala.com/digikala-products/a462ea8f836ad583c93484f166bb716ceacd8700_1705773245.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","بسته 3 عددی برچسب خودرو شامل قوانین خودرو، سیستم صوتی و فابریک با چاپ باکیفیت و چسبندگی عالی برای زیبایی و جلب توجه کابین خودرو","","۳.۹","۶۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/a4cdc6a6ce1b19f34cc568cefdfe44a9ff136878_1714998148.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","حوله مایکروفایبر نانوتیس مدل Microfiber Cloth ابعاد 40x39 سانتی‌متر با الیاف میکروفایبر، قدرت جذب بالا، عدم ایجاد خط و خش و پرز، مناسب پاک کردن بدنه، شیشه، داخل کابین و قسمت‌های پلاستیکی و فلزی خودرو","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۲۵۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/2073ca7c8f35a390eae483fdb7b142e84bae146b_1712660784.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کنسول متحرک داخل خودرو مدل آیلین از جنس پلاستیک فشرده با طراحی شبکه‌ای، دارای 2 محفظه شامل جای لیوان و فضای مستطیل برای لوازم شخصی، پد ضربه‌گیر محافظ روکش صندلی، روزنه عبور کابل شارژ و نصب آسان برای خودروهای مختلف، کد KE13","ارسال ۳ ساعته فروشنده","۳.۹","[object Object]","۱۶۰,۰۰۰","[object Object]","[object Object]","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۳۶٪","۱۶۹,۰۰۰","",""
"https://dkstatics-public.digikala.com/digikala-products/08ccff69753d59beac0ba247e04777b85e7b7871_1594706231.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","تسمه بکسل خودرو مدل HVG با طول 3 متر و عرض 5 سانتیمتر مناسب برای تمام خودروها","موجود در انبار دیجی کالا","۳.۹","۲۷۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/e088843b7e823519ae06f743b36697d8b8d41efe_1726080777.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","شامپو واکس بدنه خودرو نانو نکسوس مدل N155 حجم 1.5 لیتر براق کننده، تمیز کننده و محافظت کننده با پی اچ خنثی و مقاومت در برابر سرما و گرما برای بدنه، پلاستیک، فلز، چراغ، رینگ، شیشه، گلگیر و لاستیک خودرو","[object Object]","ارسال سریع دیجی‌کالا","۴.۲","[object Object]","۲۶۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1634510.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","واکس داشبورد و محافظ پلاستیک و چرم خودرو رستاک مدل 150 میلی‌لیتر با خاصیت براق‌کنندگی، تمیزکنندگی و محافظت در برابر اشعه UV و جلوگیری از بخار و چرب شدن شیشه","موجود در انبار دیجی کالا","۴.۳","۱۵۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/15abf2c8afe1b4f4b13aad743b2767c265d1e1d9_1597524562.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","توربو ساند کوچک مدل j.s1047 مناسب تمام خودروها از جمله لیفان، جک، پراید، پژو، تیبا، رنو، برلیانس، ام وی ام و ساینا","[object Object]","ارسال فروشنده","۳.۷","[object Object]","۱۹۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/369f623665327bcb2ebed7a87d6d154dbdcae5e2_1602352196.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","قفل فرمان خودرو مدل F-22 از جنس فولاد با روکش PVC، ابعاد 50x7x10 سانتی‌متر، به همراه دو عدد کلید و قابلیت جدا شدن قسمت ریلی برای نظافت و روغن‌کاری","","۳.۹","[object Object]","۱,۵۲۹,۸۵۰","[object Object]","[object Object]","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","[object Object]","۲۸٪","۳۸۵,۰۰۰","۷٪","۱,۶۴۵,۰۰۰"
"","نوار تزئینی دریچه کولر خودرو مدل NTD1000 بسته 10 عددی طول 19.5 سانتی متر، جنس لاستیک و آلومینیوم، انعطاف‌پذیر، قابل برش، نصب آسان بدون نیاز به ابزار و مقاوم در برابر شست‌وشو","موجود در انبار دیجی کالا","۳.۸","۱۶۵,۰۰۰","","واکس لاستیک خودرو تایر لوکس کد TL02 حجم 1 لیتر","[object Object]","موجود در انبار دیجی کالا","۴.۷","[object Object]","۲۸۷,۰۰۰","","کارواش توسن مدل 1114CPWX","تنها ۲ عدد در انبار باقی مانده","۴.۱","۱۵,۶۶۱,۰۶۰","","نگهدارنده موبایل خودرو نادیاهوم مدل H2","[object Object]","موجود در انبار دیجی کالا","۵","[object Object]","۴۸۵,۰۰۰","","شارژر باتری خودرو 12ولت 6 آمپر هیراد مدل CH 1260","ارسال ۳ ساعته فروشنده","۴.۴","[object Object]","۲,۲۳۵,۰۰۰","[object Object]","[object Object]","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۸٪","۵۸۹,۰۰۰","۲۰٪","۲,۸۰۰,۰۰۰"
"","قاب ستون وسط پایین کد 1375 مناسب برای پراید صبا بسته 2 عددی","موجود در انبار دیجی کالا","۴","۳۰۶,۹۰۰","","کفپوش سه بعدی خودرو پلی‌اتیلن مدل بابل پوشش کد 03 مناسب تیبا، تیبا 2، ساینا و کوییک با انعطاف‌پذیری بالا، پوشش‌دهی کامل کف، مقاوم در برابر گرما و سرما و قابلیت شستشوی آسان","[object Object]","موجود در انبار دیجی کالا","۳.۶","[object Object]","۸۷۵,۴۴۰","","پولیش واکس خودرو جلاسنج مدل NEW با خاصیت براق کنندگی سیلیکونی، ایجاد فیلم محافظ در برابر اشعه خورشید، رفع ماتی و خراش‌های سطحی، درخشندگی بالا و دوام پس از شستشو، مناسب برای بدنه، رینگ، لاستیک و قطعات پلاستیکی و فلزی خودرو","تنها ۲ عدد در انبار باقی مانده","۴.۱","۲۸۰,۰۰۰","","واکس داشبورد رستاک مدل R102 بسته 2 عددی با حجم 150 میلی‌لیتر، براق‌کننده و تمیزکننده داشبورد و سطوح پلاستیکی و چرمی، جلوگیری از جذب گرد و غبار و محافظت مداوم","[object Object]","ارسال فروشنده","۴.۴","[object Object]","۳۲۵,۰۰۰","","برچسب خودرو طرح no airbag کد 263 با طرح فانتزی و قابل چسباندن روی بدنه خودرو و مقاوم در برابر شرایط جوی","","۴","[object Object]","۶۰,۰۰۰","[object Object]","","[object Object]","ارسال سریع دیجی‌کالا","","","","","",""
"","زبانه کمربند ایمنی خودرو مدل Q2 بسته 2 عددی فلزی فری‌سایز با رنگ کوره‌ای مقاوم در برابر خط و خش، سازگار با تمام خودروها و خودروهای بنزینی، دیزلی، دوگانه‌سوز و برقی، طراحی اسپرت و شکیل","موجود در انبار دیجی کالا","۴.۵","۲۹۵,۰۰۰","","جعبه نظم دهنده صندوق عقب خودرو مدل T1 با رویه چرم مصنوعی، بدنه اسکلت‌دار و ایستادار، دستگیره مقاوم، طراحی مینیمال و ابعاد 40x25x25 سانتی‌متر مناسب خودروهای سواری","[object Object]","موجود در انبار دیجی کالا","۴.۴","[object Object]","۴۰۴,۱۰۰","","لیپ زیر سپر تزئینی خودرو مدل carestayle ساخته شده از فایبرگلاس رنگ مشکی مات، قابل نصب با پیچ خودکاری و مناسب برای انواع خودروهای داخلی و خارجی","","۴.۳","۵۹۸,۰۰۰","","آویز تزئینی خودرو مدل بچه روح شبتاب 2 از جنس شیشه با طول زنجیر 45 سانتی‌متر و ابعاد 4×2×2 سانتی‌متر مناسب آویز آینه خودرو","[object Object]","موجود در انبار دیجی کالا","۴.۳","[object Object]","۱۴۶,۰۰۰","","کمپرسور هوا دلیکس مدل BS1800W، توان 1800 وات، فشار 150-250 PSI، دبی 5.1 مترمکعب بر ساعت، موتور یونیورسال، دو سیلندر بدون روغن، کارکرد پیوسته 1 ساعت","ارسال ۳ ساعته فروشنده","۴.۱","[object Object]","۱۲,۰۰۰,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","","۱۰٪","۴۴۹,۰۰۰","",""
"https://dkstatics-public.digikala.com/digikala-products/a3292d72bb5c855afa944df68d0cbf97b9120688_1745076391.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نوار تزئینی دریچه کولر خودرو مدل NTD1000 بسته 10 عددی طول 19.5 سانتی متر، جنس لاستیک و آلومینیوم، انعطاف‌پذیر، قابل برش، نصب آسان بدون نیاز به ابزار و مقاوم در برابر شست‌وشو","موجود در انبار دیجی کالا","۳.۸","۱۶۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/ced55bfd09919907759c492509d7239081e7ae2b_1785501977.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","واکس لاستیک خودرو تایر لوکس کد TL02 حجم 1 لیتر","[object Object]","موجود در انبار دیجی کالا","۴.۷","[object Object]","۲۸۷,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/10a46dc4e4b33d87a32dff760e9693352c673448_1593866755.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کارواش توسن مدل 1114CPWX","تنها ۲ عدد در انبار باقی مانده","۴.۱","۱۵,۶۶۱,۰۶۰","https://dkstatics-public.digikala.com/digikala-products/b914a993976cb632bbc0ab3c3f013a568a357ab1_1783928822.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نگهدارنده موبایل خودرو نادیاهوم مدل H2","[object Object]","موجود در انبار دیجی کالا","۵","[object Object]","۴۸۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/89cc5064c1a51c3fd3bb4baa63101d1ba52a94e8_1775509264.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","شارژر باتری خودرو 12ولت 6 آمپر هیراد مدل CH 1260","ارسال ۳ ساعته فروشنده","۴.۴","[object Object]","۲,۲۳۵,۰۰۰","[object Object]","[object Object]","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۸٪","۵۸۹,۰۰۰","۲۰٪","۲,۸۰۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/33817914f314b9045739a55886fd62306ce4a305_1783679369.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کمپرسور هوا شارژی ۵۵وات 150psi ایرویگو مدل V8","موجود در انبار دیجی کالا","۵","۳,۸۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/c5ad9d1a45f47f579d972131c9459b3e3dee1b45_1767965367.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","زبانه کمربند ایمنی خودرو مدل Q1 سازگار با تمام خودروها، ساخته‌شده از فلز ضخیم با رنگ کوره‌ای مقاوم در برابر خط و خش، نصب آسان بدون نیاز به ابزار و طراحی فری‌سایز اسپرت و شکیل","[object Object]","موجود در انبار دیجی کالا","۴.۵","[object Object]","۱۹۷,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1328d63fb79a8c82e381699d9954d228bdc1b9ef_1738829734.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","عایق صوتی و حرارتی خودرو اسپی توره مدل نمدی ET- 109 با ابعاد 95x205 سانتی‌متر مناسب برای صندوق، کاپوت، کف و درب خودرو با قابلیتیت صداگیری و کاهش حرارت","ارسال سریع دیجی‌کالا","۴.۱","۴۴۱,۱۰۰","https://dkstatics-public.digikala.com/digikala-products/113476212.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آفتابگیر شیشه خودرو مدل SQR ضدآب با ابعاد 70 × 180 سانتی‌متر، نصب آسان در جلو خودرو و محافظت از داشبورد و صندلی در برابر نور و حرارت آفتاب","[object Object]","ارسال سریع دیجی‌کالا","۴.۱","[object Object]","۱۴۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/5446565.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش فرمان چرم مدل R05 قطر 50 سانتی‌متر همراه با نخ و سوزن مخصوص دوخت","","۳.۹","[object Object]","۱۲۵,۰۰۰","[object Object]","[object Object]","[object Object]","ارسال فروشنده","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","[object Object]","۱۴٪","۴,۴۰۰,۰۰۰","۶۷٪","۱,۳۵۳,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/e7f5601d25f40a8f9c2dd23aafbca4c6fbb7a1c5_1662899999.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","سردنده فلزی طرح سامورایی با روکش مشکی و دوخت قرمز، مناسب تمام خودروها، ابعاد 26x3x3 سانتی‌متر و همراه با قطعات نصب","ارسال سریع دیجی‌کالا","۳.۷","۵۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/112700922.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نظم‌دهنده صندوق عقب خودرو مدل BOX-300 با 5 محفظه، جنس پلاستیک و چرم مصنوعی، تاشو، ضد آب، دارای 2 جیب و دسته حمل سبک 300 گرم","[object Object]","موجود در انبار دیجی کالا","۳.۷","[object Object]","۱۷۷,۱۲۰","https://dkstatics-public.digikala.com/digikala-products/baca0adda6feaec7f6a5b1f68d179cab193121b7_1637613081.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب بدنه خودرو مذهبی حسبی الله مقاوم در برابر آب و شستشو همراه با سلفون نصب آسان سایز 15x6.5 سانتی‌متر مدل MH109m","تنها ۳ عدد در انبار باقی مانده","۴.۳","۸۰,۷۴۰","https://dkstatics-public.digikala.com/digikala-products/4200708.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","سراگزوز خودرو مدل PSY 601713 با ابعاد 140 در 80 میلی‌متر و وزن 346 گرم مناسب نصب روی انواع خودرو","[object Object]","موجود در انبار دیجی کالا","۴","[object Object]","۱۶۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/5cf759d2e9a7a46b6335c771109ed562d1e953fa_1685725027.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","سر والف لاستیک خودرو مدل x100 بسته 8 عددی مناسب تمام خودروهای سواری","","۴.۳","[object Object]","۷۳,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۹٪","۱۰۰,۰۰۰","",""
